,v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4,Text_clean,sentiment
223,ham,U say leh  Of course nothing happen lar  Not say v romantic jus a bit only lor  I thk e nite scenery not so nice leh ,,,,u say leh course nothing happen lar say v romantic jus bit lor thk e nite scenery nice leh,positive
224,spam, New Mobiles from   MUST GO  Txt  NOKIA to No     collect yours today From ONLY å£ www  tc biz optout  gbp mtmsg,,,,new mobiles must go txt nokia collect today å£ www tc biz optout gbp mtmsg,positive
225,ham,Would really appreciate if you call me  Just need someone to talk to ,,,,would really appreciate call need someone talk,positive
226,spam,Will u meet ur dream partner soon  Is ur career off  a flyng start   find out free  txt HORO followed by ur star sign  e  g  HORO ARIES,,,,u meet ur dream partner soon ur career flyng start find free txt horo followed ur star sign e g horo aries,positive
227,ham,Hey company elama po mudyadhu ,,,,hey company elama po mudyadhu,negative
228,ham,Life is more strict than teacher  Bcoz Teacher teaches lesson  amp  then conducts exam  But Life first conducts Exam  amp  then teaches Lessons  Happy morning     ,,,,life strict teacher bcoz teacher teaches lesson amp conducts exam life first conducts exam amp teaches lessons happy morning,positive
229,ham,Dear good morning now only i am up,,,,dear good morning,positive
230,ham,Get down in gandhipuram and walk to cross cut road  Right side  lt  gt  street road and turn at first right ,,,,get gandhipuram walk cross cut road right side lt gt street road turn first right,positive
231,ham,Dear we are going to our rubber place,,,,dear going rubber place,positive
232,ham,Sorry battery died  yeah I m here,,,,sorry battery died yeah,negative
233,ham,Yes  here tv is always available in work place ,,,,yes tv always available work place,positive
234,spam,Text   meet someone sexy today  U can find a date or even flirt its up to U  Join  just p  REPLY with NAME   AGE eg Sam     msg recd thirtyeight pence,,,,text meet someone sexy today u find date even flirt u join p reply name age eg sam msg recd thirtyeight pence,positive
235,ham,I have printed it oh  So   lt  gt   come upstairs,,,,printed oh lt gt come upstairs,positive
236,ham,Or ill be a little closer like at the bus stop on the same street,,,,ill little closer like bus stop street,negative
237,ham,Where are you when wil you reach here ,,,,wil reach,positive
238,ham,New Theory  Argument wins d SITUATION  but loses the PERSON  So dont argue with ur friends just        kick them  amp  say  I m always correct ,,,,new theory argument wins situation loses person dont argue ur friends kick amp say always correct,negative
239,spam,U  have a secret admirer who is looking  make contact with U find out who they R*reveal who thinks UR so special call on ,,,,u secret admirer looking make contact u find r*reveal thinks ur special call,positive
240,ham,Tomarrow final hearing on my laptop case so i cant ,,,,tomarrow final hearing laptop case cant,positive
241,ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,,,,pleassssssseeeeee tel v avent done sportsx,positive
242,ham,Okay  No no  just shining on  That was meant to be signing  but that sounds better ,,,,okay shining meant signing sounds better,positive
243,ham,Although i told u dat i m into baig face watches now but i really like e watch u gave cos it s fr u  Thanx  everything dat u ve done today  i m touched ,,,,although told u dat baig face watches really like e watch u gave cos fr u thanx everything dat u done today touched,positive
244,ham,U don t remember that old commercial ,,,,u remember old commercial,positive
245,ham,Too late  I said i have the website  I didn t i have or dont have the slippers,,,,late said website dont slippers,positive
246,ham,I asked you to call him now ok,,,,asked call ok,positive
247,ham,Kallis wont bat in nd innings ,,,,kallis wont bat nd innings,positive
248,ham,It didnt work again oh  Ok goodnight then  I ll fix and have it ready by the time you wake up  You are very dearly missed have a good night sleep ,,,,didnt work oh ok goodnight fix ready time wake dearly missed good night sleep,positive
249,spam,Congratulations ur awarded  of CD vouchers or gift guaranteed   Free entry   wkly draw txt MUSIC to  TnCs www Ldew comwinppmxage,,,,congratulations ur awarded cd vouchers gift guaranteed free entry wkly draw txt music tncs www ldew comwinppmxage,positive
250,ham,Ranjith cal drpd Deeraj and deepak min hold,,,,ranjith cal drpd deeraj deepak min hold,positive
251,ham,Wen ur lovable bcums angry wid u  dnt take it seriously  Coz being angry is d most childish n true way of showing deep affection  care n luv  kettoda manda  Have nice day da ,,,,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,positive
252,ham,What you doing how are you ,,,,,positive
253,ham,Ups which is days also  and the shipping company that takes wks  The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff ,,,,ups days also shipping company takes wks way usps takes week gets lag may bribe nipost get stuff,negative
254,ham,I m back  lemme know when you re ready,,,,back lemme know ready,positive
255,ham,Don t necessarily expect it to be done before you get back though because I m just now headin out,,,,necessarily expect done get back though headin,positive
256,ham,Mmm so yummy babe   Nice jolt to the suzy,,,,mmm yummy babe nice jolt suzy,positive
257,ham,Where are you lover   I need you  ,,,,lover need,positive
258,spam,We tried to contact you re your reply to our offer of a Video Handset   anytime networks mins  UNLIMITED TEXT  Camcorder  Reply or call  NOW,,,,tried contact reply offer video handset anytime networks mins unlimited text camcorder reply call,positive
259,ham,IÛ÷m parked next to a MINI  When are you coming in today do you think ,,,,iû÷m parked next mini coming today think,positive
260,ham,Yup,,,,yup,positive
261,ham,Anyway i m going shopping on my own now  Cos my sis not done yet  Dun disturb u liao ,,,,anyway going shopping cos sis done yet dun disturb u liao,negative
262,ham,MY NO  IN LUTON  RING ME IF UR AROUND  H*,,,,luton ring ur around h*,positive
263,spam,Hey I am really horny want to chat or see me naked text hot to  text charged at pm to unsubscribe text stop ,,,,hey really horny want chat see naked text hot text charged pm unsubscribe text stop,negative
264,ham,Why you Dint come with us ,,,,dint come us,positive
265,ham,Same  Wana plan a trip sometme then,,,,wana plan trip sometme,positive
266,ham,Not sure yet  still trying to get a hold of him,,,,sure yet still trying get hold,positive
267,spam,Ur ringtone service has changed   Free credits  Go to clubmobiles com to choose content now  Stop  txt CLUB STOP to   p wk Club PO Box MK WT,,,,ur ringtone service changed free credits go clubmobiles com choose content stop txt club stop p wk club po box mk wt,negative
268,ham,The evo  I just had to download flash  Jealous ,,,,evo download flash jealous,negative
269,spam,Ringtone Club  Get the UK singles chart on your mobile each week and choose any top quality ringtone  This message is free of charge ,,,,ringtone club get uk singles chart mobile week choose top quality ringtone message free charge,positive
270,ham,Come to mu  we re sorting out our narcotics situation,,,,come mu sorting narcotics situation,positive
271,ham,Night has ended for another day  morning has come in a special way  May you smile like the sunny rays and leaves your worries at the blue blue bay ,,,,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay,positive
272,spam,HMV BONUS SPECIAL  pounds of genuine HMV vouchers to be won  Just answer  easy questions  Play Now  Send HMV to  More info www percent real com,,,,hmv bonus special pounds genuine hmv vouchers answer easy questions play send hmv info www percent real com,positive
273,ham,Usf I guess  might as well take  car,,,,usf guess might well take car,positive
274,ham,No objection  My bf not coming ,,,,objection bf coming,positive
275,ham,Thanx ,,,,thanx,positive
276,ham,Tell rob to mack his gf in the theater,,,,tell rob mack gf theater,negative
277,ham,Awesome  I ll see you in a bit,,,,awesome see bit,positive
278,ham,Just sent it  So what type of food do you like ,,,,sent type food like,positive
279,ham,All done  All handed in  Celebrations in full swing yet ,,,,done handed celebrations full swing yet,positive
280,ham,You got called a tool ,,,,got called tool,positive
281,ham,\Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them," just Keep-in-touch\"" gdeve..""",\wen u miss someone,negative
282,ham,Ok  I asked for money how far,,,,ok asked money far,positive
283,ham,Okie ,,,,okie,positive
284,ham,Yeah I think my usual guy s still passed out from last night  if you get ahold of anybody let me know and I ll throw down,,,,yeah think usual guy still passed last night get ahold anybody let know throw,positive
285,ham,K  I might come by tonight then if my class lets out early,,,,k might come tonight class lets early,positive
286,ham,Ok ,,,,ok,positive
287,ham,hi baby im cruisin with my girl friend what r u up   give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,,,,hi baby im cruisin girl friend r u give call hour home thats alright fone fone love jenny xxx,positive
288,ham,My life Means a lot to me  Not because I love my life  But because I love the people in my life  The world calls them friends  I call them my World    Ge   ,,,,life means lot love life love people life world calls friends call world ge,positive
289,ham,Dear shall mail tonite busy in the street shall update you tonite things are looking ok varunnathu edukkukayee raksha ollu but a good one in real sense ,,,,dear shall mail tonite busy street shall update tonite things looking ok varunnathu edukkukayee raksha ollu good one real sense,positive
